title|artist|year|location|duration|tempo|loudness|artist_hotness|song_hotness
Angels We Have Heard On High (Album Version)|Shirley Caesar|0|DURHAM, North Carolina|176.37832|119.711|-8.686|0.37|nan
Cold In Hands Blues|Bessie Smith|0|Chattanooga, TN|192.44363|79.912|-27.858|0.4|nan
Bucket's Got A Hole In It|Washboard Sam|0|Walnut Ridge, AR|166.19057|158.455|-15.571|0.33|nan
Tu Hi Tu Sada|DCS|0||305.3971|95.889|-5.041|0.08|nan
Someone To Hold|Singing Melody|0||214.90893|88.897|-10.846|0.33|0.0
Let's Blame The Lightman|GWAR|1997|Antarctica|189.57016|169.237|-3.492|0.48|0.47
He Will Lead His Children Home|Bill & Gloria Gaither|0||162.06322|110.167|-12.37|0.33|0.0
Master Of The Universe|Sick Puppies|2009|Sydney, Australia|212.92363|209.739|-5.429|0.68|0.67
My Heart Is Yearning|NOFX|1994|Berkeley, CA|143.64689|156.079|-11.661|0.55|0.65
Air: My Lagan Love|Willie Clancy|0|Miltown Malbay, Ireland|166.922|106.542|-11.477|0.28|nan
America the Beautiful|The Sun Harbor's Chorus-Documentary Recordings|0||206.91546|83.15|-20.696|0.25|nan
Viaje Al Averno|Gabinete Caligari|1991||169.69098|122.22|-4.199|0.33|nan
Exogenesis: Symphony Part 1 [Overture]|Muse|0|UK|258.42893|121.071|-8.895|0.75|0.93
Son Sabroso|Gran Coquivacoa|0||270.70649|113.569|-5.698|0.37|nan
Computer Love (2009 Digital Remaster)|Kraftwerk|0|D�orf, Germany|399.33342|127.984|-9.219|0.52|0.37
Das Telefon sagt Du|Andreas Dorau|1994||231.10485|124.976|-10.201|0.38|nan
Hardly Wait|Placebo|2009|London, England|180.13995|121.354|-4.422|0.59|0.72
The Burp Heard 'Round The World|James Newton Howard|2010||110.52363|84.969|-9.516|0.45|nan
Tyre|Chris Clark|0|Los Angeles, CA|71.99302|97.845|-28.475|0.4|0.61
Great Big Problem|FFH|2005||264.07138|162.002|-5.202|0.46|0.27
Paper Doll|Gary Nichols|0|Tennessee|162.19383|73.979|-11.552|0.39|nan
Brown Girl|John D. Loudermilk|0|Durham, NC|252.682|112.781|-12.239|0.29|0.27
La Copa Grande|Pablo Montero|0||189.57016|98.063|-8.888|0.31|0.24
Perca peso|Móveis Coloniais de Acaju|2005||320.05179|173.652|-5.647|0.42|0.62
Where Do I Fit|Tonic|0||184.68526|156.028|-4.768|0.52|0.64
Ojitos Dormilones|Jay Pérez|0||204.66893|189.758|-7.787|0.39|nan
Bad When U Broke|Dave Hollister|0|LOWELL|209.55383|166.026|-8.43|0.46|nan
Changed|The Grip Weeds|0|New Brunswick NJ|314.14812|130.459|-5.853|0.33|0.0
The Son Of Hickory Holler's Tramp|Kenny Rogers|1977|Houston, TX|188.96934|174.785|-12.193|0.62|0.35
Amores Cobardes|Andy & Lucas|2008|Cádiz|234.63138|147.886|-5.343|0.4|0.27
Mornin' Glory|Glen Campbell And Bobbie Gentry|1968|Chickasaw County, MS|183.11791|101.577|-13.881|0.38|0.56
Juste Une Petite Fille|Maurane|1995|Ixelles, Belgium|263.67955|89.394|-15.406|0.41|0.32
El Te Daba Mala Vida|Los Chichos|1982||221.23057|133.324|-9.013|0.42|nan
Look Around featuring dead prez and Cheryl Pepsi Riley|Beatnuts featuring dead prez and Cheryl Pepsi Riley|0||318.56281|93.957|-5.414|0.29|0.43
Let the People Dance|Michael Bloomfield|0||180.45342|78.213|-8.287|0.37|nan
My Bulldog Blues|Sonny Terry & Brownie McGhee|0|Massachusetts|167.02649|117.625|-19.569|0.36|nan
Palabras De Amor(En Vivo)|La Portuaria|0||169.482|182.922|-7.548|0.31|nan
Don't Lose Control|Bill Laswell|0|New York City (Salem, IL - originally)|258.87302|99.587|-14.647|0.4|nan
Little Woman|Jazz Gillum|0|Indianola, MS|183.09179|101.713|-14.663|0.28|nan
Nothing To Lose|Boondox|2010|Newton County|260.10077|200.004|-5.852|0.46|0.47
Love Can Break Your Heart (LP Version)|Michael McDonald|0|St. Louis, MO|296.202|109.731|-10.015|0.56|nan
Broad Daylight - The BBC Sessions [Top Gear 17/3/69]|Free|0|London, England|197.56363|114.168|-12.473|0.47|0.22
Mi Son Maracaibo|Rene Touzet|0||288.33914|112.067|-12.565|0.25|0.0
Angel|Aerosmith|1987|Boston, MA|335.33342|76.096|-5.763|0.61|0.42
Scratchy (Takes 1-3 / bonus track)|Crazy Horse|0||732.39465|119.649|-11.252|0.34|0.0
Voodoo Chile|Hiram Bullock|0|Osaka, Japan|502.69995|129.245|-8.016|0.31|nan
Long Distance Relationship|Paul Taylor / Terry Dexter|0|Wyoming|270.21016|135.87|-7.284|0.43|0.0
Grad|Baroness|2007||354.79465|98.763|-9.213|0.47|0.65
Rainbow Ride|Serpentine|0|Switzerland|285.70077|122.004|-8.712|0.3|nan
So ist das nun mal|Andreas Dorau|1997||395.17995|124.988|-8.586|0.38|nan
Ready Now|Bukue One|0|California|239.38567|188.947|-11.601|0.26|0.0
Captain Fingers|Lee Ritenour|1977|Hollywood, CA|444.81261|128.972|-8.424|0.14|nan
State Of The Union|Rise Against|2004|Chicago|139.17995|132.045|-3.619|0.7|nan
A Little Bit Of This And A Little Bit Of That|Lee Ritenour / Jeff Mironov|1976|Hollywood, CA|307.04281|157.582|-17.337|0.14|0.65
Signs Of Insanity|Headhunter|0||277.81179|133.005|-5.431|0.45|0.27
Your Head|Helmet|1995|New York|200.75057|202.829|-11.448|0.49|0.59
Perdido (1999 Digital Remaster)|Sam Butera & The Witnesses|0||148.06159|178.716|-13.778|0.34|nan
Everytime|Britney Spears|2003|Kentwood, LA; Los Angeles, CA|206.81098|85.331|-3.738|0.63|nan
Dance_ Dance_ Dance  (Album Version)|Crazy Horse|0||133.3024|152.729|-13.771|0.34|0.57
Géraldine|Dine et Déon|0||113.57995|110.5|-6.828|0.18|nan
Buy You A Drink|DJ Nasty|0||236.56444|106.659|-4.68|0.3|nan
For Tomorrow (live)|Shaman|0|Brazil|404.06159|120.25|-4.462|0.42|0.0
Dimitroula|Amalia Avgoustaki|0||182.17751|120.103|-5.065|0.0|nan
With A Little Help From My Friends|Santana|0|San Francisco, CA|246.7522|79.428|-6.873|0.63|nan
A La Naturaleza|Ray Sandoval|0|Tucson, Arizona|377.70404|124.186|-16.427|0.0|nan
Burma Train Change|Martin Denny|0|New York, NY|175.75138|85.765|-17.114|0.38|nan
Clap Ur Handz|K-OS|2004||80.53506|104.783|-6.855|0.43|0.62
One Hour Empire|Broadcast|2003|Birmingham, England|102.94812|161.196|-7.42|0.47|0.55
My Never|Blue October|2009|Houston, Texas|225.67138|103.647|-12.637|0.49|0.8
Ma soeur|France D'Amour|0||226.06322|103.427|-8.26|0.31|nan
???????|Intars Busulis|0||200.46322|133.981|-4.003|0.34|nan
No More Lonely Nights|Fiona|0|New York, NY|227.5522|64.734|-5.355|0.38|0.0
Dogon|Carl Crack|1998||256.70485|51.265|-12.891|0.29|0.0
Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)|Ray Charles|0|Albany, GA|87.06567|97.302|-16.077|0.67|nan
Light|Teena Marie|1984|Santa Monica, CA|78.96771|59.253|-21.997|0.44|nan
Motel Room In My Bed (LP Version)|X|0||160.07791|122.495|-6.671|0.41|0.0
Fire|Jimi Hendrix|1969|Seattle, USA|192.23465|167.263|-6.216|0.59|0.84
Guitar Rag|Sylvester Weaver|1997|Louisville, KY|181.18485|110.691|-20.444|0.32|nan
Welcome|Phil Collins|2003|Chiswick, London, England|216.92036|123.943|-8.238|0.58|0.55
Never Wanted to Dance (Live In London)|Mindless Self Indulgence|0|New York, NY|222.14485|182.98|-4.487|0.49|0.27
Brute Force II|Jedi Mind Tricks|0|Philadelphia, PA|240.06485|87.005|-7.359|0.37|nan
He Says The Same Things To Me|Skeeter Davis|0|Dry Ridge, KY|168.48934|89.219|-10.38|0.4|0.0
E se tu lontana sei|Crazy Horse|2006||191.65995|106.854|-10.247|0.34|0.0
Emmaus|Brian Free & Assurance|0||243.80036|101.913|-12.347|0.37|0.27
Sound Clash|Dream Warriors|1996|Toronto, Ontario, Canada|262.19057|144.067|-6.453|0.34|0.21
Foggy Mountain Top|Skeeter Davis|1963|Dry Ridge, KY|160.7571|148.653|-13.321|0.4|0.26
Memphis|Bob Marley|1999||177.71057|180.876|-15.015|0.57|0.6
Selling Jolson A Baseball Team|Groucho Marx|0|FORT LAUDERDALE, Flevoland|586.70975|75.22|-13.818|0.43|nan
Vienna|The Fray|2002|Denver, CO|231.07873|124.534|-8.096|0.66|0.8
Hoy Es Hoy|Memphis La Blusera|0||243.46077|108.009|-6.574|0.32|nan
Mambo Suavecito|Tito Puente|1993|New York, NY|178.46812|179.587|-13.805|0.48|nan
Sete Desejos|Alceu Valença|1992||205.87057|144.162|-9.813|0.37|0.48
Baby My Love|The In Crowd / Jah Stitch|0||476.9171|132.337|-6.826|0.38|nan
Hard To Laugh|Pursuit Of Happiness|1988|Toronto, Ontario, Canada|159.60771|125.1|-9.224|0.38|0.53
Why|Xmilk|0||100.8322|146.454|-3.8|0.32|0.0
Gotta Man|Frankee|2004||149.99465|110.768|-9.035|0.37|0.27
Skopska situacija|SAF|0|Gent|317.54404|82.634|-10.575|0.28|0.0
Deep Voices|Jane Winther|0||164.98893|21.438|-24.773|0.35|nan
Soulcrusher (Amended Album Version)|Operator|0||213.55057|135.958|-5.15|0.4|0.65
Time You'll Never Get Back|Williamson|2003||354.06322|105.982|-11.96|0.33|0.4
Smoke|Mario Rosenstock|0||44.19873|79.05|-17.472|0.05|0.0
New Friend Request (Amended Version)|Gym Class Heroes|2006|Geneva, NY|254.51057|91.97|-4.952|0.56|0.49
Bus Monkeys|Jape Squad|0||267.33669|89.696|-5.967|0.25|nan
Paint It Black|Chris Farlowe|1966|Essex, England|177.57995|146.913|-11.027|0.34|nan
Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart)|Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N|0|Nashville, Franklin, Brentwood|541.23057|109.051|-15.586|0.37|nan
Don't Owe Me Nothin'|Sticky Fingaz & Omar Epps|0|Brookyln, NY|142.86322|87.897|-9.532|0.4|nan
Diamonds Are A Girl's Best Friend|Gloria De Haven|0||110.88934|100.296|-14.088|0.04|nan
The Matter With You (Part I_ Ii_ Iii)|Avril|2000||651.59791|86.589|-10.718|0.44|nan
Gotta Let It Go|Elva Hsiao|0||241.52771|121.968|-6.01|0.37|0.35
Lose Your Money|Delbert McClinton|2000|Lubbock, TX|114.31138|221.858|-10.261|0.45|nan
Bari Bossa|Leo Gandelman|2007|Rio de Janeiro, BR|222.98077|157.95|-13.812|0.39|nan
Awakening of the Soulless|Herbst9_ Z'ev|0|L.E.|245.02812|91.695|-14.775|0.35|0.0
Boys|Britney Spears feat. Pharrell Williams|2001|Kentwood, LA; Los Angeles, CA|225.48853|106.919|-4.947|0.61|0.56
Jambalaya (On The Bayou)|Leon Russell|0|Lawton, OK|169.35138|99.435|-14.073|0.44|0.41
Mistadobalina|Del Tha Funkee Homosapien|1991|Oakland, CA|257.69751|99.566|-9.495|0.46|0.76
Good Girl Gone Bad|Rihanna|2007|St Michael, Barbados |208.16934|128.077|-5.704|0.91|nan
Hotta|T.O.K.|2006|YAHD!|190.71955|126.682|-5.977|0.43|nan
If You Hang Around Long Enough|Mac McAnally|0|Belmont, MS|183.53587|174.268|-6.601|0.44|0.49
La valse du mariage|Francis Lai|2003||123.24526|88.967|-9.853|0.37|0.0
The Gary Selchie - Solas|Bill Laswell|0|New York City (Salem, IL - originally)|132.67546|105.218|-19.814|0.4|0.0
One Of Our Submarines|Thomas Dolby|1982|Cairo, Egypt|309.57669|130.017|-8.907|0.38|nan
WA-KA-BAM!! (INTRO)|Justin|0|Georgia|22.33424|41.985|-12.43|0.34|nan
As You Take A  Walk Through My Mind|Slim Whitman|0|Tampa, FL|192.73098|110.595|-17.222|0.39|nan
Chitlins Con Carne|Stevie Ray Vaughan And Double Trouble|1996|Dallas, TX|235.65016|111.834|-13.277|0.54|0.63
Comin' Tonight|Martha Wainwright|2008|NY - New York City|209.60608|117.316|-13.551|0.5|nan
Motherless Children (Remastered Version) (Take 2)|Mance Lipscomb|0|Navasota, TX|180.03546|153.765|-19.24|0.33|0.0
On The Other Hand (Remastered Album Version)|Randy Travis|0|Marshville, NC|187.53261|95.781|-12.324|0.54|0.22
Le Petit Train (Mixé Par Mark Plati)|Raphaël|0|France|211.01669|150.096|-6.301|0.39|0.0
Now_ Baby_ or Never|Barbara Lusch|0|Oregon|259.73506|92.215|-6.605|0.0|0.0
Goodness & Mercy|Ini Kamoze|0||236.56444|165.111|-9.881|0.43|0.24
Walking Dub|Sugar Minott|0|Kingston, Jamaica|192.15628|161.721|-9.256|0.39|0.22
Why Can't We Really Be Free|Harvey Averne|0||185.20771|89.848|-15.605|0.28|nan
A Machine and a Memory Keeps You Alive|Dntel|0||252.86485|93.32|-15.644|0.48|0.49
T.V. Eye (Take 3)|The Stooges|1999|Ann Arbor, MI|328.9073|132.595|-6.862|0.5|nan
Some People They Never Believe (LP Version)|David Meece|0||203.83302|126.555|-13.341|0.31|0.33
Fuel the Fire|Unearth|2001||222.27546|160.783|-6.338|0.49|0.56
Sedona Suite (Sunrise/Prayer/Joy/Sunset)|Tom Barabas|1992||743.36608|134.491|-16.389|0.39|0.27
Gina|Geggy Tah|1996||165.40689|147.508|-12.987|0.34|0.38
Let's Go|Ray Charles|0|Washington|160.93995|88.745|-8.758|0.67|0.44
I Can't Feel You Anymore|Loretta Lynn|1994|Nashville, TN, Texas|195.3171|93.312|-13.141|0.41|nan
"Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)"|Joe Rogan|2000|Newark, NJ|217.10322|105.006|-14.031|0.38|0.3
I'll Sweat You (LP Version)|Mista|0||253.41342|90.882|-6.033|0.31|0.27
El Mensaje Soy Yo|Los Fabulosos Cadillacs|1989|Buenos Aires.|171.10159|115.737|-6.176|0.52|0.43
The Awakening (Clean)|PMD|0|Long Island, NY|214.02077|115.949|-10.69|0.4|nan
Pieni Maailma|Mandi|1998|Basingstoke|200.59383|113.063|-6.572|0.3|0.0
Os Dois Irreversíveis|Irreversíveis|0||254.82404|104.02|-7.632|0.0|0.0
Pega Joso|Laurindo Almeida|0|Sao Paulo, Brazil|201.03791|128.664|-19.87|0.34|0.41
Cleansing|The Color Red|0|Riverside, CA|216.05832|157.001|-4.773|0.37|0.47
It Came Upon The Midnight Clear|Gold City|1994||173.66159|145.16|-10.786|0.4|0.0
X-Static|Foo Fighters|1995|Seattle, WA|253.49179|101.544|-7.986|0.55|0.67
Vertigo|U2|2004|Dublin, Ireland|451.44771|130.013|-4.833|0.75|nan
Somewhere Else|Jim Bryson|0|Ottawa, ON, Canada|232.80281|98.623|-7.716|0.43|0.38
This Year (ReMastered)|Curtis Mayfield|2006|Chicago, IL|225.67138|94.672|-15.314|0.5|nan
What's In You?|Tom Cochrane|0|Lynn Lake, Manitoba, Canada|227.60444|137.149|-12.172|0.37|nan
Besame Mucho|Alain Morisod|0||245.44608|117.993|-9.472|0.29|0.0
More to This|Information Society|2007|Minneapolis, MN|233.42975|220.031|-6.209|0.43|0.43
Country Rose|Roy Drusky|0|Atlanta, GA|138.84036|103.053|-17.772|0.31|0.0
Ragtime Sound|Marcie Blane|0|Brooklyn, NY|138.29179|103.189|-8.882|0.3|nan
Mr. Prime Minister|Ms. Dynamite|2005|London|286.32771|125.916|-9.903|0.38|0.41
Ponto|Kali|0||349.83138|138.048|-6.26|0.4|nan
I Love You And You Love Me|Andy Russell|0||156.94322|85.311|-9.186|0.28|nan
Party In The Burbs|John Brown|0|North Carolina|151.27465|87.453|-3.951|0.39|nan
A New Hope|Blink-182|1997|Poway, CA|225.12281|200.716|-7.315|0.58|0.67
Bus Station Blues (Live)|Little Freddie King|0|Louisiana|443.55873|100.011|-12.552|0.34|0.0
Como La Flor (2005 Re-mastering) (Live)|Selena|0|Texas|329.58649|182.168|-7.951|0.55|0.0
Great Is Thy Faithfulness|Vickie Winans|0||287.03302|79.734|-26.626|0.4|nan
The Sweetest Curse|Baroness|2009||270.52363|176.066|-7.803|0.47|0.74
Volcán|KALIMBA|2009|Mexico City, Mexico|352.67873|80.484|-6.282|0.44|0.45
Here Comes The Hotstepper|Ini Kamoze|1995||248.92036|100.342|-9.586|0.51|nan
What You Deserve (Album Version)|Ill Nino|2006|Nueva Jersey (Estados Unidos)|180.50567|104.984|-4.44|0.58|0.0
Can't Shake That Girl|The Real Kids|0||148.06159|179.13|-14.934|0.34|nan
I Love You|Ayo|0|United States|229.25016|128.022|-16.113|0.39|nan
Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)|Green Day|2005|Berkeley, CA|340.79302|101.08|-5.66|0.81|0.44
Lesson Learned|Alice In Chains|2009|Seattle, WA|256.522|107.845|-3.91|0.58|0.82
We're Back|DMX / Eve / Jadakiss|2003||265.22077|185.094|-2.542|0.51|0.6
This Christmas (LP Version)|Donny Hathaway|0|Chicago, IL|231.18322|92.98|-9.647|0.42|1.0
Es dificil|De La Ghetto|0||280.45016|97.02|-6.876|0.45|0.65
The Sweep|Two Man Advantage|0||50.83383|210.982|-6.084|0.37|0.0
Curvy Cola Bottle Body|Chico|0|Tennessee|332.01587|126.938|-3.017|0.37|nan
(I Heard That) Lonesome Whistle|Bobby Darin|1995|New York, NY [The Bronx]|163.52608|90.18|-13.876|0.47|0.0
Almost Genuine|9th Wonder featuring Defcon_ Phonte|0|North Carolina|289.54077|137.534|-7.719|0.43|0.53
Very Well|Wailing Souls|1979||214.38649|124.788|-10.275|0.37|nan
Village Attack/ The Arrest|Kitaro|1993|Toyohashi, Japan|81.50159|143.291|-14.891|0.46|0.35
Heart it Races (Frank Tetaz Remix)|Architecture In Helsinki|0|Melbourne|345.75628|100.032|-7.743|0.51|0.0
Talk Like POP|Melt Banana|0||51.61751|86.571|-5.728|0.41|0.45
Alkohol|SKOLD vs. KMFDM|0||327.88853|127.0|-5.703|0.36|nan
Complain|Ayo|2006|United States|212.71465|128.689|-11.26|0.39|0.0
Daydreaming [Jakwob Remix]|Kid Sister|2009|Chicago IL|277.2371|140.026|-3.573|0.46|0.57
L'insidieuse (Live)|Richard Galliano|0|Le Cannet, France|309.65506|111.663|-13.481|0.42|0.27
Let Me Show You [I Just Want To Make You Smile]|Marcus Miller|1983|Brooklyn, NY|280.13669|125.147|-13.078|0.41|0.5
Forbidden Fruit|Pursuit Of Happiness|0|Toronto, Ontario, Canada|196.49261|127.298|-10.324|0.38|0.0
Everchanging|Rise Against|2001|Chicago|260.8322|122.006|-8.576|0.63|nan
Too much informa|Sizzla|2005||203.96363|190.01|-6.832|0.46|nan
So Hot|Helen Love|1994|Cardiff, Wales|81.97179|100.76|-6.746|0.35|0.3
Youlan_ Lonely Orchid (solo guqin)|David Mingyue Liang|0||757.99465|163.67|-16.077|0.0|0.0
Deep Night/Softly As In A Morning Sunrise (Medley)|Terry Snyder|0||340.11383|112.097|-12.752|0.32|0.53
Monster For Music|Beatnuts|0||170.52689|87.634|-10.231|0.29|nan
Dansende Foran Speilet|Mons Leidvin Takle|0||120.92036|147.576|-25.146|0.28|nan
Ease|Public Image Ltd|1985|London, England|492.30322|193.56|-12.091|0.42|0.64
Knocked Up|Kings Of Leon|2007|Nashville, Tennessee|466.65098|114.73|-7.714|0.79|nan
Ven Conmigo/Perdoname (Live)|Selena|0|Texas|388.51873|106.438|-5.68|0.55|0.0
If You'd Only Talk To Me (Bonus Track)|Claire Hamill|0|UK - England - South East|205.42649|101.662|-10.225|0.35|nan
Librado Maldonado|Los Originales De San Juan|0||263.6273|179.502|-7.711|0.44|nan
Dark Angel|Precious Bryant|2005|North Carolina|193.72363|91.538|-9.131|0.33|0.24
Walls And Cannonballs (Album)|Sister Hazel|2010|Gainesville, FL|195.36934|140.259|-6.481|0.51|0.6
Trouble In The City|J.J. Cale|1983|Oklahoma City, OK|202.94485|133.398|-18.863|0.44|nan
Crass Commercialism|Black Flag|1982|Los Angeles, CA|1030.19057|70.649|-18.91|0.55|0.5
No Unexpected Guests|John Frizzell|2002||133.19791|210.898|-23.685|0.37|nan
Taste Of Dis (Explicit Version)|Brooke Valentine|2005|Houston, TX|261.53751|111.936|-6.825|0.36|0.22
Prvni vesela|Krystof|2006|Havířov, Česká republika|262.55628|93.015|-7.499|0.37|0.46
Bloody Pig Pile (Live)|Dropkick Murphys|2002|Boston, MA|196.72771|183.808|-5.386|0.57|0.53
Misanthrope|Extasick|0||134.03383|91.459|-8.933|0.27|0.0
Saturday Night Is The Loneliest Night In The Week|Jeanie Lambe & The Danny Moss Quartet|0||152.0322|168.558|-10.274|0.0|nan
CHAOS INTRO|State of Chaos|0||176.90077|97.619|-18.724|0.14|0.0
As My Fire Flies|Pat Travers|0|Toronto, Canada|152.99873|140.872|-7.812|0.38|nan
Le Presbytère n'a rien perdu de son Charme|Philippe Sarde|0|Neuilly-sur-Seine, France|158.82404|85.691|-22.35|0.34|nan
Chains Chains (Live In Hammersmith)|UFO|0|Arizona|212.61016|116.11|-8.548|0.45|nan
A Mi No Me Importa|Nelson Ned|0| Ubá, Minas Gerais|200.48934|146.061|-12.708|0.32|nan
We Wish You A Merry Christmas|SNOWPATROL|0|Dundee, Scotland|233.03791|144.003|-8.499|0.67|nan
Brighton by the Sea|Jason Miles|0|NY - New York City|269.40036|163.97|-7.467|0.23|nan
Ven Morena|Orquesta Aragón|2003|Cuba|173.68771|92.606|-7.113|0.33|nan
The Date (Remix By Ana Rago)|Avril - Remix By Ana Rago|2002||188.39465|85.282|-18.397|0.44|nan
Böse|Die Fantastischen Vier|1991|Germany|149.99465|120.001|-5.165|0.52|nan
BYOB (Explicit Album Version)|Yung Joc|2007|College Park, Georgia|193.64526|174.019|-5.797|0.51|0.3
Ass Attack (Four Tet Remix)|Hot Chip|2004|London|181.02812|126.14|-6.446|0.54|0.34
Canta Brasil|Gal Costa|1981||193.35791|137.941|-10.844|0.44|nan
Old Times Sake|Shelby Lynne|2005|Quantico, VA|290.97751|121.773|-15.546|0.54|0.39
Steamroller Blues|James Taylor|0|London, England|324.85832|102.756|-10.086|0.63|0.55
Heute|Der Moderne Man|0||183.30077|147.679|-8.579|0.29|0.27
Wasted Love|Tora Tora|0|Memphis, TN|229.8771|140.984|-8.952|0.37|0.3
Eleanor Put Your Boots On|Franz Ferdinand|2005|Glasgow, Scotland|195.13424|143.679|-7.329|0.58|nan
A Day In The Life (Album Version)|Jeff Beck|0|Wallington, Surrey, England|286.27546|145.917|-7.74|0.53|0.77
Sally In the Garden|Kathy Mattea|2008|Cross Lane, WV|44.64281|146.894|-16.504|0.42|0.32
Sous la Tour Eiffel|Taboo|0|Cape Town, ZA|301.71383|131.968|-6.366|0.34|0.0
The Joes Mobilize|Alan Silvestri|2009|New York, NY|504.05832|154.172|-10.586|0.45|0.3
Ammonite|Zeromancer|2009||362.31791|90.027|-6.762|0.41|0.68
Marca de Amor Não Sai|Sylvia Patricia|0|Salvador BRAZIL|259.34322|144.073|-9.393|0.26|nan
So Unhappy|Byther Smith|2004|Monticello, MS|269.7922|94.554|-10.483|0.36|0.54
San Cristobal|Dusminguet|2001||199.13098|196.188|-4.314|0.37|0.29
If I Ruled The World|Regina Belle|2004|Englewood, NJ|274.80771|67.745|-10.72|0.38|nan
I Got To Quit My Baby|Sunnyland Slim|0|Vance, MS|147.77424|150.867|-12.389|0.33|nan
Kashmiri Love Song|Rudolph Valentino|1992||184.73751|101.621|-20.846|0.28|nan
Don't Cry_ Joe|Gordon Jenkins|0|Webster Groves, MO|190.48444|66.988|-11.549|0.33|0.27
Your Amazing Grace (feat. Raul Midón)|Marcus Miller|0|Brooklyn, NY|409.05098|152.194|-9.469|0.41|nan
Lobotomy|Chaotica|0|Arizona|243.25179|135.072|-6.883|0.31|nan
To The Stars|Claire Hamill|0|UK - England - South East|123.71546|178.725|-12.677|0.35|0.33
Lie Down And Be Counted (2007 Digital Remaster)|Neil Innes|0|Essex, England|190.74567|141.116|-10.881|0.36|nan
Party Til The Cows Come Home|Elvin Bishop|2005|Glendale, CA|254.56281|150.013|-5.208|0.41|0.41
The tears I cried|Lara & The Gumbo Lickers|0||232.85506|93.425|-8.72|0.31|nan
Into A Swan|Siouxsie|2007||234.55302|115.033|-6.931|0.42|0.59
Compulsory Resurrection|Abysmal Dawn|2008||250.3571|125.086|-5.766|0.41|0.54
La Excursion|1. Futurologischer Congress|0||107.49342|80.315|-10.918|0.26|nan
Big Balls And Cow Town|Asleep At The Wheel|0|Paw Paw, WV|251.37587|126.533|-10.85|0.46|0.26
I Hold Your Hand In Mine [Live At Royal Albert Hall]|Tiny Tim|2000|New York, NY|43.36281|93.779|-23.996|0.4|0.0
